id,ndex,species,forme,type1,type2,ability1,ability2,abilityH,hp,attack,defense,spattack,spdefense,speed,total,weight,height,dex1,dex2,class,percent-male,percent-female,pre-evolution,egg-group1,egg-group2
337,337,Lunatone,Lunatone,Rock,Psychic,Levitate,,,90,55,65,95,85,70,460,370.4 lbs.,"3'03""",,,Meteorite Pok̩mon,,,,Mineral,
338,338,Solrock,Solrock,Rock,Psychic,Levitate,,,90,95,85,55,65,70,460,339.5 lbs.,"3'11""",,,Meteorite Pok̩mon,,,,Mineral,
339,339,Barboach,Barboach,Water,Ground,Oblivious,Anticipation,Hydration,50,48,43,46,41,60,288,4.2 lbs.,"1'04""","Its two whiskers provide a sensitive radar. Even in muddy waters, it can detect its prey�۪s location.","Its slippery body is hard to grasp, so much so that there are festivals where people compete to see how many they can catch barehanded.",Whiskers Pok̩mon,0.5,0.5,,Water 2,
340,340,Whiscash,Whiscash,Water,Ground,Oblivious,Anticipation,Hydration,110,78,73,76,71,60,468,52.0 lbs.,"2'11""","A glutton that devours anything that moves, it quietly lurks at the bottom of swamps, lying in wait for prey.",Sighting Whiscash leaping from the water is believed to herald an earthquake.,Whiskers Pok̩mon,0.5,0.5,Barboach,Water 2,
341,341,Corphish,Corphish,Water,,Hyper Cutter,Shell Armor,Adaptability,43,80,65,50,35,35,308,25.4 lbs.,"2'00""",,,Ruffian Pok̩mon,0.5,0.5,,Water 1,Water 3
342,342,Crawdaunt,Crawdaunt,Water,Dark,Hyper Cutter,Shell Armor,Adaptability,63,120,85,90,55,55,468,72.3 lbs.,"3'07""",,,Rogue Pok̩mon,0.5,0.5,Corphish,Water 1,Water 3
343,343,Baltoy,Baltoy,Ground,Psychic,Levitate,,,40,40,55,40,70,55,300,47.4 lbs.,"1'08""",,,Clay Doll Pok̩mon,,,,Mineral,
344,344,Claydol,Claydol,Ground,Psychic,Levitate,,,60,70,105,70,120,75,500,238.1 lbs.,"4'11""",,,Clay Doll Pok̩mon,,,Baltoy,Mineral,
345,345,Lileep,Lileep,Rock,Grass,Suction Cups,,Storm Drain,66,41,77,61,87,23,355,52.5 lbs.,"3'03""",,,Sea Lily Pok̩mon,0.875,0.125,,Water 3,
346,346,Cradily,Cradily,Rock,Grass,Suction Cups,,Storm Drain,86,81,97,81,107,43,495,133.2 lbs.,"4'11""",,,Barnacle Pok̩mon,0.875,0.125,Lileep,Water 3,
347,347,Anorith,Anorith,Rock,Bug,Battle Armor,,Swift Swim,45,95,50,40,50,75,355,27.6 lbs.,"2'04""",,,Old Shrimp Pok̩mon,0.875,0.125,,Water 3,
348,348,Armaldo,Armaldo,Rock,Bug,Battle Armor,,Swift Swim,75,125,100,70,80,45,495,150.4 lbs.,"4'11""",,,Plate Pok̩mon,0.875,0.125,Anorith,Water 3,
349,349,Feebas,Feebas,Water,,Swift Swim,Oblivious,Adaptability,20,15,20,10,55,80,200,16.3 lbs.,"2'00""","A tough Pok̩mon that is perfectly fine even in dirty water. However, due to its ragged, shabby appearance, it isn�۪t popular.","Although unattractive and unpopular, this Pok̩mon�۪s marvelous vitality has made it a subject of research.",Fish Pok̩mon,0.5,0.5,,Water 1,Dragon
350,350,Milotic,Milotic,Water,,Marvel Scale,Competitive,Cute Charm,95,60,79,100,125,81,540,357.1 lbs.,"20'04""",Milotic has provided inspiration to many artists. It has even been referred to as the most beautiful Pok̩mon of all.,"It lives at the bottom of clear lakes. In times of war, it shows itself, which soothes people�۪s minds and hearts.",Tender Pok̩mon,0.5,0.5,Feebas,Water 1,Dragon
351,351,Castform,Castform (Normal),Normal,,Forecast,,,70,70,70,70,70,70,420,1.8 lbs.,"1'00""",It changes its form depending on the weather. Changes in the temperature or humidity appear to affect its cellular structure.,"Its form changes on its own, due to its cells�۪ sensitive reactions to temperature and humidity.",Weather Pok̩mon,0.5,0.5,,Fairy,Amorphous
352,352,Kecleon,Kecleon,Normal,,Color Change,,Protean,60,90,70,60,120,40,440,48.5 lbs.,"3'03""",,,Color Swap Pok̩mon,0.5,0.5,,Field,
353,353,Shuppet,Shuppet,Ghost,,Insomnia,Frisk,Cursed Body,44,75,35,63,33,45,295,5.1 lbs.,"2'00""",,,Puppet Pok̩mon,0.5,0.5,,Amorphous,
354,354,Banette,Banette,Ghost,,Insomnia,Frisk,Cursed Body,64,115,65,83,63,65,455,27.6 lbs.,"3'07""",,,Marionette Pok̩mon,0.5,0.5,Shuppet,Amorphous,
355,355,Duskull,Duskull,Ghost,,Levitate,,Frisk,20,40,90,30,90,25,295,33.1 lbs.,"2'07""",,,Requiem Pok̩mon,0.5,0.5,,Amorphous,
356,356,Dusclops,Dusclops,Ghost,,Pressure,,Frisk,40,70,130,60,130,25,455,67.5 lbs.,"5'03""",,,Beckon Pok̩mon,0.5,0.5,Duskull,Amorphous,
357,357,Tropius,Tropius,Grass,Flying,Chlorophyll,Solar Power,Harvest,99,68,83,72,87,51,460,220.5 lbs.,"6'07""",,,Fruit Pok̩mon,0.5,0.5,,Monster,Grass
358,358,Chimecho,Chimecho,Psychic,,Levitate,,,75,50,80,95,90,65,455,2.2 lbs.,"2'00""",,,Wind Chime Pok̩mon,0.5,0.5,Chingling,Amorphous,
359,359,Absol,Absol,Dark,,Pressure,Super Luck,Justified,65,130,60,75,60,75,465,103.6 lbs.,"3'11""","Long ago, superstitions were spread about it, saying it brought disaster. This fed a hatred of it, and it was driven deep into the mountains.","Although it�۪s said to bring disaster, in actuality, this Pok̩mon possesses a calm disposition and warns people of any crises that loom.",Disaster Pok̩mon,0.5,0.5,,Field,
360,360,Wynaut,Wynaut,Psychic,,Shadow Tag,,Telepathy,95,23,48,23,48,23,260,30.9 lbs.,"2'00""",,,Bright Pok̩mon,0.5,0.5,,Undiscovered,
361,361,Snorunt,Snorunt,Ice,,Inner Focus,Ice Body,Moody,50,50,50,50,50,50,300,37.0 lbs.,"2'04""",Their numbers seem to have rapidly increased in Alola. Custom has it that houses where Snorunt live will be prosperous for generations to come.,"It can only survive in cold areas. It bounces happily around, even in environments as cold as -150 degrees Fahrenheit.",Snow Hat Pok̩mon,0.5,0.5,,Fairy,Mineral
362,362,Glalie,Glalie,Ice,,Inner Focus,Ice Body,Moody,80,80,80,80,80,80,480,565.5 lbs.,"4'11""","Legend says a boulder on an icy mountain absorbed the distress and regrets of a stranded mountaineer, giving rise to Glalie.","Its prey is instantaneously frozen stiff by the cold air it exhales from its huge mouth. While they�۪re in that frozen state, it gobbles them up.",Face Pok̩mon,0.5,0.5,Snorunt,Fairy,Mineral
363,363,Spheal,Spheal,Ice,Water,Thick Fat,Ice Body,Oblivious,70,40,50,55,50,25,290,87.1 lbs.,"2'07""",,,Clap Pok̩mon,0.5,0.5,,Water 1,Field
364,364,Sealeo,Sealeo,Ice,Water,Thick Fat,Ice Body,Oblivious,90,60,70,75,70,45,410,193.1 lbs.,"3'07""",,,Ball Roll Pok̩mon,0.5,0.5,Spheal,Water 1,Field
365,365,Walrein,Walrein,Ice,Water,Thick Fat,Ice Body,Oblivious,110,80,90,95,90,65,530,332.0 lbs.,"4'07""",,,Ice Break Pok̩mon,0.5,0.5,Sealeo,Water 1,Field
366,366,Clamperl,Clamperl,Water,,Shell Armor,,Rattled,35,64,85,74,55,32,345,115.7 lbs.,"1'04""",,,Bivalve Pok̩mon,0.5,0.5,,Water 1,
367,367,Huntail,Huntail,Water,,Swift Swim,,Water Veil,55,104,105,94,75,52,485,59.5 lbs.,"5'07""",,,Deep Sea Pok̩mon,0.5,0.5,Clamperl,Water 1,
368,368,Gorebyss,Gorebyss,Water,,Swift Swim,,Hydration,55,84,105,114,75,52,485,49.8 lbs.,"5'11""",,,South Sea Pok̩mon,0.5,0.5,Clamperl,Water 1,
369,369,Relicanth,Relicanth,Water,Rock,Swift Swim,Rock Head,Sturdy,100,90,130,45,65,55,485,51.6 lbs.,"3'03""","Its form has remained the same for one hundred million years. Its body is filled with fat, so it can withstand the water pressure of the deep sea.","It was fortuitously discovered during a deep sea expedition. Its teeth have atrophied, so it now survives on microscopic organisms it sucks up.",Longevity Pok̩mon,0.5,0.5,,Water 1,Water 2
370,370,Luvdisc,Luvdisc,Water,,Swift Swim,,Hydration,43,30,55,40,65,97,330,19.2 lbs.,"2'00""","If a Luvdisc is left on its own, it becomes despondent, leaving itself open to attack. That is when Pelipper snatch them up.","Loving couples have a soft spot for this Pok̩mon, so honeymoon hotels often release this Pok̩mon into their pools.",Rendezvous Pok̩mon,0.25,0.75,,Water 2,
371,371,Bagon,Bagon,Dragon,,Rock Head,,Sheer Force,45,75,60,40,30,50,300,92.8 lbs.,"2'00""",Its belief that it will be able to fly one day is apparently the influence of information carried in its genes.,"With its steel-hard stone head, it headbutts indiscriminately. This is because of the stress it feels at being unable to fly.",Rock Head Pok̩mon,0.5,0.5,,Dragon,
372,372,Shelgon,Shelgon,Dragon,,Rock Head,,Overcoat,65,95,100,60,50,50,420,243.6 lbs.,"3'07""","The cells within its shell transform with explosive speed, preparing it for evolution.","They lurk deep within caves���motionless, neither eating nor drinking. Why they don�۪t die is not known.",Endurance Pok̩mon,0.5,0.5,Bagon,Dragon,
373,373,Salamence,Salamence,Dragon,Flying,Intimidate,,Moxie,95,135,80,110,80,100,600,226.2 lbs.,"4'11""","When angered, it loses all sense of itself and destroys everything around it. The destruction will continue until Salamence has tired itself out.","It flies around on its wings, which have grown in at last. In its happiness, it gushes hot flames, burning up the fields it passes over.",Dragon Pok̩mon,0.5,0.5,Shelgon,Dragon,
374,374,Beldum,Beldum,Steel,Psychic,Clear Body,,Light Metal,40,55,80,35,60,30,300,209.9 lbs.,"2'00""",Its cells are all magnets. It uses magnetism to communicate with others of its kind.,"With magnetic traction, it pulls its opponents in close. When they�۪re in range, it slashes them with its rear claws.",Iron Ball Pok̩mon,,,,Mineral,
375,375,Metang,Metang,Steel,Psychic,Clear Body,,Light Metal,60,75,100,55,80,50,420,446.4 lbs.,"3'11""","When two Beldum link together, their psychic power is doubled. Their intelligence, however, remains unchanged.","It adores magnetic minerals, so it pursues Nosepass at speeds exceeding 60 mph.",Iron Claw Pok̩mon,,,Beldum,Mineral,
376,376,Metagross,Metagross,Steel,Psychic,Clear Body,,Light Metal,80,135,130,95,90,70,600,1212.5 lbs.,"5'03""",It firmly pins its prey using its four claws and large body. Then the teeth in the mouth on its stomach chew the prey to bits.,"A linkage of two Metang, this Pok̩mon can perform any calculation in a flash by utilizing parallel processing in its four brains.",Iron Leg Pok̩mon,,,Metang,Mineral,
377,377,Regirock,Regirock,Rock,,Clear Body,,Sturdy,80,100,200,50,100,50,580,507.1 lbs.,"5'07""",,,Rock Peak Pok̩mon,,,,Undiscovered,
378,378,Regice,Regice,Ice,,Clear Body,,Ice Body,80,50,100,100,200,50,580,385.8 lbs.,"5'11""",,,Iceberg Pok̩mon,,,,Undiscovered,
379,379,Registeel,Registeel,Steel,,Clear Body,,Light Metal,80,75,150,75,150,50,580,451.9 lbs.,"6'03""",,,Iron Pok̩mon,,,,Undiscovered,
380,380,Latias,Latias,Dragon,Psychic,Levitate,,,80,80,90,110,130,110,600,88.2 lbs.,"4'07""",,,Eon Pok̩mon,0,1,,Undiscovered,
381,381,Latios,Latios,Dragon,Psychic,Levitate,,,80,90,80,130,110,110,600,132.3 lbs.,"6'07""",,,Eon Pok̩mon,1,0,,Undiscovered,
382,382,Kyogre,Kyogre,Water,,Drizzle,,,100,100,90,150,140,90,670,776.0 lbs.,"14'09""",,,Sea Basin Pok̩mon,,,,Undiscovered,
383,383,Groudon,Groudon,Ground,,Drought,,,100,150,140,100,90,90,670,2094.4 lbs.,"11'06""",,,Continent Pok̩mon,,,,Undiscovered,
384,384,Rayquaza,Rayquaza,Dragon,Flying,Air Lock,,,105,150,90,150,90,95,680,455.2 lbs.,"23'00""",,,Sky High Pok̩mon,,,,Undiscovered,
385,385,Jirachi,Jirachi,Steel,Psychic,Serene Grace,,,100,100,100,100,100,100,600,2.4 lbs.,"1'00""",,,Wish Pok̩mon,,,,Undiscovered,
386,386,Deoxys,Deoxys (Normal Forme),Psychic,,Pressure,,,50,150,50,150,50,150,600,134.0 lbs.,"5'07""",,,DNA Pok̩mon,,,,Undiscovered,
387,387,Turtwig,Turtwig,Grass,,Overgrow,,Shell Armor,55,68,64,45,55,31,318,22.5 lbs.,"1'04""",,,Tiny Leaf Pok̩mon,0.875,0.125,,Monster,Grass
388,388,Grotle,Grotle,Grass,,Overgrow,,Shell Armor,75,89,85,55,65,36,405,213.8 lbs.,"3'07""",,,Grove Pok̩mon,0.875,0.125,Turtwig,Monster,Grass
389,389,Torterra,Torterra,Grass,Ground,Overgrow,,Shell Armor,95,109,105,75,85,56,525,683.4 lbs.,"7'03""",,,Continent Pok̩mon,0.875,0.125,Grotle,Monster,Grass
390,390,Chimchar,Chimchar,Fire,,Blaze,,Iron Fist,44,58,44,58,44,61,309,13.7 lbs.,"1'08""",,,Chimp Pok̩mon,0.875,0.125,,Field,Human-Like
391,391,Monferno,Monferno,Fire,Fighting,Blaze,,Iron Fist,64,78,52,78,52,81,405,48.5 lbs.,"2'11""",,,Playful Pok̩mon,0.875,0.125,Chimchar,Field,Human-Like
392,392,Infernape,Infernape,Fire,Fighting,Blaze,,Iron Fist,76,104,71,104,71,108,534,121.3 lbs.,"3'11""",,,Flame Pok̩mon,0.875,0.125,Monferno,Field,Human-Like
393,393,Piplup,Piplup,Water,,Torrent,,Defiant,53,51,53,61,56,40,314,11.5 lbs.,"1'04""",,,Penguin Pok̩mon,0.875,0.125,,Water 1,Field
394,394,Prinplup,Prinplup,Water,,Torrent,,Defiant,64,66,68,81,76,50,405,50.7 lbs.,"2'07""",,,Penguin Pok̩mon,0.875,0.125,Piplup,Water 1,Field
395,395,Empoleon,Empoleon,Water,Steel,Torrent,,Defiant,84,86,88,111,101,60,530,186.3 lbs.,"5'07""",,,Emperor Pok̩mon,0.875,0.125,Prinplup,Water 1,Field
396,396,Starly,Starly,Normal,Flying,Keen Eye,,Reckless,40,55,30,30,30,60,245,4.4 lbs.,"1'00""",,,Starling Pok̩mon,0.5,0.5,,Flying,
397,397,Staravia,Staravia,Normal,Flying,Intimidate,,Reckless,55,75,50,40,40,80,340,34.2 lbs.,"2'00""",,,Starling Pok̩mon,0.5,0.5,Starly,Flying,
398,398,Staraptor,Staraptor,Normal,Flying,Intimidate,,Reckless,85,120,70,50,60,100,485,54.9 lbs.,"3'11""",,,Predator Pok̩mon,0.5,0.5,Staravia,Flying,
399,399,Bidoof,Bidoof,Normal,,Simple,Unaware,Moody,59,45,40,35,40,31,250,44.1 lbs.,"1'08""",,,Plump Mouse Pok̩mon,0.5,0.5,,Water 1,Field
400,400,Bibarel,Bibarel,Normal,Water,Simple,Unaware,Moody,79,85,60,55,60,71,410,69.4 lbs.,"3'03""",,,Beaver Pok̩mon,0.5,0.5,Bidoof,Water 1,Field
401,401,Kricketot,Kricketot,Bug,,Shed Skin,,Run Away,37,25,41,25,41,25,194,4.9 lbs.,"1'00""",,,Cricket Pok̩mon,0.5,0.5,,Bug,
402,402,Kricketune,Kricketune,Bug,,Swarm,,Technician,77,85,51,55,51,65,384,56.2 lbs.,"3'03""",,,Cricket Pok̩mon,0.5,0.5,Kricketot,Bug,
403,403,Shinx,Shinx,Electric,,Rivalry,Intimidate,Guts,45,65,34,40,34,45,263,20.9 lbs.,"1'08""",,,Flash Pok̩mon,0.5,0.5,,Field,
404,404,Luxio,Luxio,Electric,,Rivalry,Intimidate,Guts,60,85,49,60,49,60,363,67.2 lbs.,"2'11""",,,Spark Pok̩mon,0.5,0.5,Shinx,Field,
405,405,Luxray,Luxray,Electric,,Rivalry,Intimidate,Guts,80,120,79,95,79,70,523,92.6 lbs.,"4'07""",,,Gleam Eyes Pok̩mon,0.5,0.5,Luxio,Field,
406,406,Budew,Budew,Grass,Poison,Mold Breaker,,Sheer Force,40,30,35,50,70,55,280,2.6 lbs.,"0'08""",,,Bud Pok̩mon,0.5,0.5,,Undiscovered,
407,407,Roserade,Roserade,Grass,Poison,Mold Breaker,,Sheer Force,60,70,65,125,105,90,515,32.0 lbs.,"2'11""",,,Bouquet Pok̩mon,0.5,0.5,Roselia,Fairy,Grass
408,408,Cranidos,Cranidos,Rock,,Sturdy,,Soundproof,67,125,40,30,30,58,350,69.4 lbs.,"2'11""",It lived in jungles around a hundred million years ago. It used its skillful headbutts to combat Aerodactyl.,"In rock layers where Cranidos fossils are found, the fossilized trunks of trees snapped in two are also often found.",Head Butt Pok̩mon,0.875,0.125,,Monster,
409,409,Rampardos,Rampardos,Rock,,Sturdy,,Soundproof,97,165,60,65,50,58,495,226.0 lbs.,"5'03""","The result of repeated headbutts is a skull grown thick and hard. However, its brain has shrunk in size compared with Cranidos�۪s.",Records exist of a revived fossil that evolved into Rampardos. It proceeded to escape and then destroy a skyscraper with a headbutt.,Head Butt Pok̩mon,0.875,0.125,Cranidos,Monster,
410,410,Shieldon,Shieldon,Rock,Steel,Shed Skin,,Overcoat,30,42,118,42,88,30,350,125.7 lbs.,"1'08""","Many fossils of this Pok̩mon have been found, but almost none have shown signs of damage to the face.","This Pok̩mon lived in primeval jungles. Few enemies would have been willing to square off against its heavily armored face, so it�۪s thought.",Shield Pok̩mon,0.875,0.125,,Monster,
411,411,Bastiodon,Bastiodon,Rock,Steel,Shed Skin,,Overcoat,60,52,168,47,138,30,495,329.6 lbs.,"4'03""","While it can guard against any sort of attack from the front, it is left without recourse when attacked from behind.",It lived in the same environments as Rampardos. Their fossils have been found together��� seemingly from after they�۪d fought to the finish.,Shield Pok̩mon,0.875,0.125,Shieldon,Monster,
412,412,Burmy,Burmy (Plant Cloak),Bug,,Shed Skin,,Overcoat,40,29,45,29,45,36,224,7.5 lbs.,"0'08""",,,Bagworm Pok̩mon,0.5,0.5,,Bug,
413,413,Wormadam,Wormadam (Plant Cloak),Bug,Grass,Anticipation,,Overcoat,60,59,85,79,105,36,424,14.3 lbs.,"1'08""",,,Bagworm Pok̩mon,0,1,Burmy,Bug,
414,414,Mothim,Mothim,Bug,Flying,Swarm,,Tinted Lens,70,94,50,94,50,66,424,51.4 lbs.,"2'11""",,,Moth Pok̩mon,1,0,Burmy,Bug,
415,415,Combee,Combee,Bug,Flying,Honey Gather,,Hustle,30,30,42,30,42,70,244,12.1 lbs.,"1'00""",,,Tiny Bee Pok̩mon,0.875,0.125,,Bug,
416,416,Vespiquen,Vespiquen,Bug,Flying,Pressure,,Unnerve,70,80,102,80,102,40,474,84.9 lbs.,"3'11""",,,Beehive Pok̩mon,0,1,Combee,Bug,
417,417,Pachirisu,Pachirisu,Electric,,Run Away,Pickup,Volt Absorb,60,45,70,45,90,95,405,8.6 lbs.,"1'04""",,,EleSquirrel Pok̩mon,0.5,0.5,,Field,Fairy
418,418,Buizel,Buizel,Water,,Swift Swim,,Water Veil,55,65,35,60,30,85,330,65.0 lbs.,"2'04""",,,Sea Weasel Pok̩mon,0.5,0.5,,Water 1,Field
419,419,Floatzel,Floatzel,Water,,Swift Swim,,Water Veil,85,105,55,85,50,115,495,73.9 lbs.,"3'07""",,,Sea Weasel Pok̩mon,0.5,0.5,Buizel,Water 1,Field
420,420,Cherubi,Cherubi,Grass,,Chlorophyll,,,45,35,45,62,53,35,275,7.3 lbs.,"1'04""",,,Cherry Pok̩mon,0.5,0.5,,Fairy,Grass
421,421,Cherrim,Cherrim (Overcast Form),Grass,,Flower Gift,,,70,60,70,87,78,85,450,20.5 lbs.,"1'08""",,,Blossom Pok̩mon,0.5,0.5,Cherubi,Fairy,Grass
422,422,Shellos,Shellos (West Sea),Water,,Sticky Hold,Storm Drain,Sand Force,76,48,48,57,62,34,325,13.9 lbs.,"1'00""","For the most part, it makes its home along the seashore. Its color and form differ according to its habitat and the quality of its food.","Purple mucus sticks to the hands of anyone who touches it. Take care, as the substance is troublesome to wash off.",Sea Slug Pok̩mon,0.5,0.5,,Water 1,Amorphous
423,423,Gastrodon,Gastrodon (West Sea),Water,Ground,Sticky Hold,Storm Drain,Sand Force,111,83,68,92,82,39,475,65.9 lbs.,"2'11""","It has strong regenerative capabilities. Even if parts of it are bitten off by fish Pok̩mon, it will return to normal within a few hours.","Plankton, invisible to the naked eye, is its main food source. It comes onto the land periodically, but the reason for this is not known.",Sea Slug Pok̩mon,0.5,0.5,Shellos,Water 1,Amorphous
424,424,Ambipom,Ambipom,Normal,,Technician,Pickup,Skill Link,75,100,66,60,66,115,482,44.8 lbs.,"3'11""",,,Long Tail Pok̩mon,0.5,0.5,Aipom,Field,
425,425,Drifloon,Drifloon,Ghost,Flying,Aftermath,Unburden,Flare Boost,90,50,34,60,44,70,348,2.6 lbs.,"1'04""",Stories go that it grabs the hands of small children and drags them away to the afterlife. It dislikes heavy children.,"If for some reason its body bursts, its soul spills out with a screaming sound.",Balloon Pok̩mon,0.5,0.5,,Amorphous,
426,426,Drifblim,Drifblim,Ghost,Flying,Aftermath,Unburden,Flare Boost,150,80,44,90,54,80,498,33.1 lbs.,"3'11""","There was once an incident in which a man took a trip riding a Drifblim, only to go missing.","Even while under careful observation, large flocks of Drifblim flying at dusk will inexplicably disappear from view.",Blimp Pok̩mon,0.5,0.5,Drifloon,Amorphous,
427,427,Buneary,Buneary,Normal,,Run Away,Klutz,Limber,55,66,44,44,56,85,350,12.1 lbs.,"1'04""",,,Rabbit Pok̩mon,0.5,0.5,,Field,Human-Like
428,428,Lopunny,Lopunny,Normal,,Cute Charm,Klutz,Limber,65,76,84,54,96,105,480,73.4 lbs.,"3'11""",,,Rabbit Pok̩mon,0.5,0.5,Buneary,Field,Human-Like
429,429,Mismagius,Mismagius,Ghost,,Levitate,,,60,60,60,105,105,105,495,9.7 lbs.,"2'11""","It appears as if from nowhere���muttering incantations, placing curses, and giving people terrifying visions.","Mismagius have been known to cast spells to make people fall in love, so some people search for this Pok̩mon as if their life depended on it.",Magical Pok̩mon,0.5,0.5,Misdreavus,Amorphous,
430,430,Honchkrow,Honchkrow,Dark,Flying,Insomnia,Super Luck,Moxie,100,125,52,105,52,71,505,60.2 lbs.,"2'11""","A single cry from this nocturnal Pok̩mon, and more than a hundred of its Murkrow cronies will assemble.","If its Murkrow cronies fail to catch food for it, or if it feels they have betrayed it, it will hunt them down wherever they are and punish them.",Big Boss Pok̩mon,0.5,0.5,Murkrow,Flying,
431,431,Glameow,Glameow,Normal,,Limber,Own Tempo,Keen Eye,49,55,42,42,37,85,310,8.6 lbs.,"1'08""",,,Catty Pok̩mon,0.25,0.75,,Field,
432,432,Purugly,Purugly,Normal,,Thick Fat,Own Tempo,Defiant,71,82,64,64,59,112,452,96.6 lbs.,"3'03""",,,Tiger Cat Pok̩mon,0.25,0.75,Glameow,Field,
433,433,Chingling,Chingling,Psychic,,Levitate,,,45,30,50,65,50,45,285,1.3 lbs.,"0'08""",,,Bell Pok̩mon,0.5,0.5,,Undiscovered,
434,434,Stunky,Stunky,Poison,Dark,Stench,Aftermath,Keen Eye,63,63,47,41,41,74,329,42.3 lbs.,"1'04""",,,Skunk Pok̩mon,0.5,0.5,,Field,
435,435,Skuntank,Skuntank,Poison,Dark,Stench,Aftermath,Keen Eye,103,93,67,71,61,84,479,83.8 lbs.,"3'03""",,,Skunk Pok̩mon,0.5,0.5,Stunky,Field,
436,436,Bronzor,Bronzor,Steel,Psychic,Levitate,Heatproof,Heavy Metal,57,24,86,24,86,23,300,133.4 lbs.,"1'08""",,,Bronze Pok̩mon,,,,Mineral,
437,437,Bronzong,Bronzong,Steel,Psychic,Levitate,Heatproof,Heavy Metal,67,89,116,79,116,33,500,412.3 lbs.,"4'03""",,,Bronze Bell Pok̩mon,,,Bronzor,Mineral,
438,438,Bonsly,Bonsly,Rock,,Sturdy,Rock Head,Rattled,50,80,95,10,45,10,290,33.1 lbs.,"1'08""","It does not deal well with water, so it lives in dry locales. Since its surroundings tend to lack greenery, it stands out noticeably.","From its eyes, it can expel excess moisture from its body. This liquid is similar in composition to human sweat.",Bonsai Pok̩mon,0.5,0.5,,Undiscovered,
439,439,Mime Jr.,Mime Jr.,Psychic,Fairy,Soundproof,Filter,Technician,20,25,45,70,90,60,310,28.7 lbs.,"2'00""",,,Mime Pok̩mon,0.5,0.5,,Undiscovered,
440,440,Happiny,Happiny,Normal,,Natural Cure,Serene Grace,Friend Guard,100,5,5,15,65,30,220,53.8 lbs.,"2'00""","It carries a round white rock in its belly pouch. If it gets along well with someone, it will sometimes give that person the rock.","It�۪s too small to lay eggs yet. As a surrogate, it searches out round white stones.",Playhouse Pok̩mon,0,1,,Undiscovered,
441,441,Chatot,Chatot,Normal,Flying,Keen Eye,Tangled Feet,Big Pecks,76,65,45,92,42,91,411,4.2 lbs.,"1'08""",,,Music Note Pok̩mon,0.5,0.5,,Flying,
